id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27511566,Near Ikebukuro Live with local host (Woman Only),45793885,Kaori,,Nerima Ku,35.76716,139.66182,Private room,4100,1,9,2021-10-03,0.21,1,0,1,M130002468
27210026,503/MAX 6guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,10311,1,133,2022-05-05,2.87,13,67,8,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第136号
27210333,502/MAX 5guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,12880,1,104,2022-05-04,2.25,13,58,3,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
27210531,"Tokyo-skytree direcr/Narita,Haneda aireport /clean",204921681,Tei,,Sumida Ku,35.71136,139.81664,Entire home/apt,48000,1,50,2022-06-19,1.18,4,160,12,Hotels and Inns Business Act | 東京都墨田区 | 31墨福衛生環第419号
27210644,シンプル＆スタイリッシュ、新大久保駅徒歩3分、2人まで滞在可、コンクリート打ちっぱなしのお洒落な外観,122932651,Hiroko,,Shinjuku Ku,35.70224,139.702,Entire home/apt,6016,2,52,2022-04-01,1.12,3,0,8,M130005970
27210789,Easy access in Tokyo! Max5+wifi! #4,194644352,Daigo,,Sumida Ku,35.70549,139.81591,Entire home/apt,5750,5,93,2022-05-23,1.98,4,329,9,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第118号
27210817,602/MAX 9guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,15714,1,172,2022-06-19,3.71,13,123,23,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第137号
27210912,Wise Owl Hostels Shibuya ドミトリールーム　男女共用　二段ベッド1名分,204915575,Wise Owl Hostels Shibuya,,Meguro Ku,35.65487,139.68944,Shared room,3857,1,265,2020-03-26,5.95,2,0,0,Hotels and Inns Business Act | 目黒区保健所 | 目健衛環へ第49号
27211161,401/MAX 4guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,12839,1,112,2022-04-24,2.42,13,85,4,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
27219433,和室２間、60平米リビングあり。フルサイズキッチン・大型浴室付の家族向け2LDK！羽田25分,169464874,Etao,,Chuo Ku,35.68412,139.78491,Private room,48000,4,5,2019-12-16,0.13,3,71,0,Hotels and Inns Business Act | 中央区保健所 | 28中保生環き第27号
27234830,Wise Owl Hostels Shibuya ツインルーム　共用バスルーム,204915575,Wise Owl Hostels Shibuya,,Meguro Ku,35.65317,139.68892,Shared room,8286,1,10,2019-11-20,0.23,2,1,0,Hotels and Inns Business Act | 目黒区保健所 | 目健衛環へ第49号
27238071,2 MIN FROM JR KOIWA STATION  AIRPORT/DISNEY BUS,41541201,Junya,,Edogawa Ku,35.73541,139.88404,Private room,6000,1,34,2019-11-05,0.73,2,91,0,M130004973
27239193,[S5B] Brand New StudioShinjuku/Shin-Okubo 5 min,269182185,Sumifuku,,Shinjuku Ku,35.70191,139.7072,Entire home/apt,6525,1,33,2022-05-25,0.76,21,33,13,M130005975
27249421,SALE!! 8PPL/GREAT ACCESS FOR TOKYO SIGHT SEEING,37562047,Kazutaka&Megumi,,Shibuya Ku,35.68619,139.67968,Entire home/apt,15600,1,97,2022-04-16,2.13,2,354,17,Hotels and Inns Business Act | 東京都渋谷区保健所 | ３１渋健生収第１５７４号
27263971,"6mins to Akihabara sta,Cozy&Modern&New hotel roomA",205373221,Ficus,,Chiyoda Ku,35.70134,139.77131,Private room,21196,2,66,2020-02-23,1.42,4,89,0,Hotels and Inns Business Act | 千代田区千代田保健所 | 30千千保生環き第24号
26535061,Female dormitory,196519408,Kagaribi,,Adachi Ku,35.75463,139.79507,Hotel room,3000,1,2,2021-10-22,0.24,5,90,2,Hotels and Inns Business Act | 足立区足立保健所 | 30足足保生生収第501号
26537959,"TokyoTower,Roppongi,FreeWifi,Parking",199579330,Keibun,,Minato Ku,35.65846,139.74057,Entire home/apt,6871,1,105,2022-04-04,2.21,1,319,23,Hotels and Inns Business Act | 港区みなと保健所 | 30港み生環き第36号
27281463,SHIBUYA STATION 5MINS WALK : 5F QCQCSTUDIO＋balcony,771694,Jeesun,,Shibuya Ku,35.65927,139.69603,Entire home/apt,8769,1,55,2022-05-20,1.16,8,365,4,M130005128
27529088,Shinjuku-kabukicho  residence,40436140,石澤,,Shinjuku Ku,35.69703,139.70406,Private room,14874,2,41,2020-01-20,0.90,1,143,0,M130001910
27313476,"Shinjuku designer's Apt, Spacious 2BR, Tokyo 4",202650064,Shiro,,Shinjuku Ku,35.70102,139.70392,Entire home/apt,12000,1,69,2022-05-01,1.49,2,274,17,M130005115
27313513,SHINOBY'S INN 中野新橋/徒歩2分/16人OK,204098414,さくら,,Nakano Ku,35.69262,139.67352,Entire home/apt,13143,1,80,2022-05-16,1.73,3,119,42,Hotels and Inns Business Act | 中野区保健所 | 28中環生環第263号
27313931,"Shinjuku designer's apt, Spacious 2BR, Tokyo 2",202650064,Shiro,,Shinjuku Ku,35.70025,139.70414,Entire home/apt,11143,1,36,2022-06-05,0.76,2,286,6,M130005114
27339464,101Monthly Rent Tokyo-First Choice Sakurashinmachi,4838043,Robert,,Setagaya Ku,35.6316,139.653,Entire home/apt,3889,2,11,2021-01-16,0.24,41,209,0,M130002840
27342489,誠道館  ２０１／静かで出入り自由な完全個室（専用バス・トイレ）,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2500,1,103,2022-04-30,2.20,9,61,3,Hotels and Inns Business Act | 東京都荒川区保健所長 | ３０荒保衛環き（三）第１５号
27346787,"43min Narita,Haneda,max:14people/Imabari towel",203206531,Asako,,Katsushika Ku,35.74616,139.85508,Entire home/apt,6814,1,94,2022-05-30,2.01,6,58,25,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第226号
27372568,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.70528,139.37895,Entire home/apt,4200,4,15,2022-04-18,0.37,2,70,2,M130000081
27376550,Porthouse Shibuya(Twin room),180279177,Daichi,,Shibuya Ku,35.67788,139.67722,Private room,5073,1,76,2022-05-23,1.64,4,180,6,Hotels and Inns Business Act | 渋谷区保健所 | 30渋保生環旅第3号
26542187,HOYO東京Akasaka#304/1min from Akasaka sta+RoomWiFi,198552582,Masa,,Minato Ku,35.67526,139.73667,Entire home/apt,8000,2,64,2022-05-28,1.34,12,33,9,M130003911
26542502,HOYO東京Akasaka#302/1min from Akasaka sta+RoomWiFi,198552582,Masa,,Minato Ku,35.67542,139.73661,Entire home/apt,8000,2,46,2021-07-04,0.98,12,97,1,M130003908
27530652,IKEBUKURO・UENO! AKABANE STN 5MIN! 7PPL! 1LDK 46㎡!,207664421,Plays,,Kita Ku,35.77356,139.72233,Entire home/apt,8000,2,114,2022-05-04,2.50,2,178,7,M130005391
26543672,SHIBUYA NOREN Wa of Japan.,159023956,Hajime,,Shibuya Ku,35.65392,139.70964,Entire home/apt,11943,2,68,2022-06-20,1.42,1,236,10,M130003202
26549003,[IBASHO]5mins from Shibuya sta/Elevator/Wi-fi 810,159032482,Rie & Masaya,,Shibuya Ku,35.65927,139.69603,Entire home/apt,15000,1,112,2022-06-13,2.39,3,209,30,M130003675
27378720,★New★PDO INN Coffee & Open-air bath on the roof,206340329,Rintaro,,Toshima Ku,35.73373,139.69695,Private room,8857,1,115,2022-06-12,2.47,1,76,18,Hotels and Inns Business Act | 豊島区池袋保健所 | 30豊池保衛環き 第37号
27379134,Gotanda Station 4 min (long-term rental),6504053,Bryan,,Shinagawa Ku,35.62629,139.71989,Entire home/apt,18000,28,8,2022-04-30,0.20,4,74,2,M130000365
27532181,SKYTREE/ASAKUSA! YAHIRO STN 7MIN! 12PPL! 2LDK50㎡!,207678940,Plays,,Sumida Ku,35.73025,139.82469,Entire home/apt,5000,1,55,2021-05-05,1.18,4,0,0,M130005445
27381329,【3 Days up to 50% OFF】Big house for groups KS-1,206353441,Hazuki,,Toshima Ku,35.72417,139.70924,Entire home/apt,9783,2,45,2020-12-29,0.96,1,256,0,Hotels and Inns Business Act | 豊島区池袋保健所 | 30豊池保衛環き第45号
27560093,★ Shinjuku area ★8 mins to Sta.★Clean/Stylish,201210320,Take,,Shinjuku Ku,35.69669,139.70079,Entire home/apt,9100,1,42,2022-06-04,0.94,7,107,4,M130006133
27404349,Nui. HOSTEL & BAR LOUNGE Twin room,194071713,Nui.,,Taito Ku,35.70409,139.79248,Private room,7071,1,1,2019-11-28,0.03,6,176,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
27404818,Nui. HOSTEL & BAR LOUNGE Riverview double room,194071713,Nui.,,Taito Ku,35.70278,139.79417,Private room,8857,1,1,2019-12-03,0.03,6,178,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
26555683,JoyHouse❤️Entire House Near Ikebukuro With License,9029805,Wen,,Itabashi Ku,35.76012,139.70241,Entire home/apt,15800,1,57,2022-05-23,1.19,1,180,4,M130003406
26573537,SHIBUYA Queen Bed Bright Room + Pkt WiFi + 3 Bikes,199824132,Moko,,Shibuya Ku,35.65702,139.69259,Entire home/apt,12000,3,82,2022-03-27,1.70,1,12,13,M130003274
27560704,H18 Cozy ! IKEBUKURO 5 min/WiFi,203632096,Yuri,,Toshima Ku,35.72567,139.68527,Entire home/apt,9786,1,26,2019-11-20,0.57,5,365,0,M130023165
27405334,新宿2分3层别墅（中文可）,46122442,Yamato,,Bunkyo Ku,35.71081,139.72611,Entire home/apt,50000,2,4,2019-07-16,0.09,3,180,0,M130005427
27561175,"H19 Station 2min ,IKEBUKURO 5 min, WiFi",203632096,Yuri,,Toshima Ku,35.72953,139.68552,Entire home/apt,9786,1,23,2020-03-03,0.54,5,363,0,M130023164
26577371,SKYTREE VIEW! OSHIAGE STN 3MIN! 10PPL! 3LDK 120㎡!!,199839778,Plays,,Sumida Ku,35.70562,139.81515,Entire home/apt,19286,1,75,2022-03-20,1.56,2,150,9,Hotels and Inns Business Act | 東京都墨田保健所 | 30墨福衛生環第３０６号
27561470,"H20 Station 2min ,IKEBUKURO 5 min, Wifi",203632096,Yuri,,Toshima Ku,35.72646,139.68595,Entire home/apt,9786,1,35,2020-01-01,0.79,5,365,0,M130023166
27562973,Elegant spacious modern JP-style 2BR in Akasaka 3F,9018856,Vivian,,Minato Ku,35.66805,139.7382,Entire home/apt,23748,3,62,2022-06-13,1.37,4,75,5,Hotels and Inns Business Act | 港区みなと保健所 | 30港み生環き第63号
26579007,味の素スタジアム隣、２LK(７０㎡)貸切。綺麗な宿ですごしませんか,199857875,さなえ,,Chofu Shi,35.66099,139.53063,Entire home/apt,32000,1,8,2022-05-15,0.25,1,89,3,M130000577
26621994,♪ Ikebukuro is in 4 minutes by walking♪New house,199616660,Shiqing,,Kita Ku,35.75956,139.7273,Entire home/apt,20086,7,36,2021-12-26,0.75,1,175,1,M130002846
27406996,＊^^＊PartyOK |GoodLocation!/SHINJYUKU/KABUKICHO/,206355112,Naoko,,Shinjuku Ku,35.697895,139.711914,Entire home/apt,3979,1,58,2022-05-05,1.30,1,134,8,Hotels and Inns Business Act | 東京都　新宿区　保健所 | 31新保衛環第122号
27407919,★Free WiFi★Walk 10min to GINZA!,48474638,中川,,Chuo Ku,35.66801,139.77745,Entire home/apt,5686,1,62,2022-03-15,1.32,37,364,4,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27412743,5 mins Sta Cozy house in Shijuku #103,196525658,Akari,,Shinjuku Ku,35.68828,139.6877,Entire home/apt,5271,2,63,2022-04-10,1.34,4,144,8,M130005107
27564241,5～6名様都心日暮里駅・町屋駅・赤土小学至近　Tokyo guest house 2020,12014384,Niiyama,,Arakawa Ku,35.7435,139.77256,Private room,20000,3,3,2020-01-02,0.08,7,331,0,Hotels and Inns Business Act | 荒川区保健所 | ２８荒保衛環き(三)第３号
26671990,501 near Asakusa and Sky Tree Great location!,27289403,Sora,,Sumida Ku,35.71292,139.8098,Entire home/apt,5529,1,120,2022-06-11,2.49,2,319,27,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第21号
27584401,Ueno Ameyokocho Room201 /上野 阿美橫町-四人房201,208138512,Elaine,,Taito Ku,35.70591,139.7805,Hotel room,16300,1,150,2021-07-23,3.33,14,45,6,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第６号
26681306,#1 50㎡ Renovated Spacious House near Shinjuku/WiFi,200518670,Jun,,Suginami Ku,35.72175,139.62297,Entire home/apt,6029,1,88,2022-06-04,1.98,3,355,25,M130006856
27413015,TOKYO Ui GUESTHOUSE - Nico ROOM,188451168,Kaneda,,Shinjuku Ku,35.72332,139.67579,Private room,7200,2,2,2019-10-08,0.06,1,181,0,M130004719
27414522,5 mins Sta Cozy house in Shijuku #104,196525658,Akari,,Shinjuku Ku,35.6882,139.68594,Entire home/apt,5271,2,57,2020-01-01,1.22,4,83,0,M130005108
27585078,SN01 新宿駅から電車で6分！無料Wi-Fi完備！最大6人まで宿泊可能,208140260,Tarou,,Nakano Ku,35.69846,139.67132,Entire home/apt,8343,1,102,2022-06-10,2.17,4,37,14,Hotels and Inns Business Act | 東京都中野区保健所 | 31中健衛環第164号
27414676,5 mins Sta Cozy house in Shijuku #105,196525658,Akari,,Shinjuku Ku,35.68846,139.68718,Entire home/apt,5271,2,55,2021-12-18,1.17,4,112,2,M130005112
27414846,5 mins Sta Cozy house in Shijuku #107,196525658,Akari,,Shinjuku Ku,35.68993,139.6857,Entire home/apt,5271,2,57,2022-02-28,1.22,4,83,2,M130005111
26683044,#304 Near Shinjuku Shibuya /3 bedrooms/Free Wi-Fi/,43751877,Masami,,Shibuya Ku,35.679497,139.678711,Entire home/apt,13714,2,96,2022-06-11,2.00,8,229,12,Hotels and Inns Business Act | 東京都渋谷保健所 | ３１渋健生収第１８６９号
27589904,SHINJUKU 10MIN! NUMABUKURO STN 1MIN! 5PPL! 1LDK!!,208180651,Shotaro,,Nakano Ku,35.7201,139.66659,Entire home/apt,6000,2,67,2022-06-10,1.47,1,162,13,M130020893
26685711,"[C1]near to Shinjuku,Shibuya,Ueno etc,self checkIn",193171483,Liyan,,Kita Ku,35.74051,139.74647,Private room,3750,1,50,2020-05-11,1.06,11,365,0,M130003940
26686211,"[C2]near to Shinjuku,Shibuya,Ueno etc,self checkIn",193171483,Liyan,,Kita Ku,35.74045,139.74691,Private room,3750,1,51,2020-01-30,1.07,11,365,0,M130012912
27438000,Easy access in Tokyo!Max5!+P-wifi!#3,194644352,Daigo,,Sumida Ku,35.70672,139.81576,Entire home/apt,4600,5,88,2022-06-09,1.88,4,329,8,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第118号
27599117,AB1・ [ UENO・AKIHABARA・ASAKUSA] ・Max.11ppl・FreeWifi,208210870,Alo,,Taito Ku,35.70437,139.77928,Entire home/apt,26000,1,20,2021-12-30,0.45,6,108,1,M130008461
27439553,New building 2F #201~OHANA TOKYO HOUSE~,91758240,Maiko,,Adachi Ku,35.78257,139.76106,Private room,4427,1,65,2021-03-14,1.38,15,322,0,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
26686347,"[C3]near to Shinjuku,Shibuya,Ueno etc,24H checkIn",193171483,Liyan,,Kita Ku,35.73916,139.74857,Private room,3750,1,37,2020-03-09,0.78,11,365,0,M130003940
26686535,"[NL]near to Shinjuku,Shibuya,Ueno etc,self checkIn",193171483,Liyan,,Toshima Ku,35.73894,139.74692,Private room,3750,1,97,2020-02-29,2.03,11,362,0,M130012913
27610593,HOTEL EL SHINJUKU 2  /2 bathrooms,74022439,Chie,,Shinjuku Ku,35.70028,139.70418,Entire home/apt,43679,1,74,2022-01-03,1.65,10,109,9,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第99号
27453014,"Shibuya Modern calm room, wooden new house!!",70080836,Tatsuya,,Shibuya Ku,35.66434,139.68945,Entire home/apt,11500,1,60,2022-04-11,1.30,1,263,3,M130005524
27612010,Nui. HOSTEL & BAR LOUNGE Standard Double room,194071713,Nui.,,Taito Ku,35.7044,139.79443,Private room,7786,1,0,,,6,176,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
27458420,"6 mins to Akiba,Family&Cozy&Design New hotel roomA",205373221,Ficus,,Chiyoda Ku,35.70061,139.77266,Private room,20521,1,58,2020-04-01,1.26,4,89,0,Hotels and Inns Business Act | 千代田区千代田保健所 | 30千千保生環き第24号
26686660,"[NR]near to Shinjuku,Shibuya,Ueno etc,self checkIn",193171483,Liyan,,Toshima Ku,35.73857,139.74693,Private room,3750,1,56,2020-03-14,1.16,11,365,0,M130012913
27637842,Long stay Shinjuku area/20㎡/free wifi #15,18132812,Kazumi,,Shinjuku Ku,35.6947,139.7171,Entire home/apt,12000,28,57,2022-03-10,1.23,4,64,2,M130005765
27472672,"6 mins to Akiba,Balcony&Cozy&Design New hotel room",205373221,Ficus,,Chiyoda Ku,35.7018,139.7708,Private room,14446,1,68,2020-02-24,1.46,4,90,0,Hotels and Inns Business Act | 千代田区千代田保健所 | 30千千保生環き第24号
27643767,ASAKUSA 3 MIN! KINSHICHO&OSHIAGE STN! 15PPL! 4LDK!,208610149,Plays,,Sumida Ku,35.70299,139.81007,Entire home/apt,20571,1,93,2022-06-20,2.06,1,34,30,Hotels and Inns Business Act | 墨田区保健所 | ３１墨福衛生環第２９６号
26703371,K6駅近、両空港とも便利なアパートメント。最大６名、２ベットルーム。,200679975,Kikig,,Katsushika Ku,35.73762,139.8431,Entire home/apt,50857,1,40,2021-09-05,0.84,1,67,1,Hotels and Inns Business Act | 葛飾区保健所 | 29葛保生環第357号
26725406,TOKYO・KURAMAE Nui. HOSTEL & BAR LOUNGE mixed dorm,194071713,Nui.,,Taito Ku,35.70355,139.79451,Shared room,2786,1,5,2021-04-08,0.11,6,180,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
26726591,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,4600,2,32,2022-01-01,0.69,22,0,1,M130003992
27645855,AKIHABARA 2STN! RYOGOKU STN 1MIN! 10PPL! 2DLK 100㎡,199839778,Plays,,Sumida Ku,35.69529,139.79208,Entire home/apt,20143,1,210,2022-06-20,4.55,2,161,71,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環　第121号
26727128,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,2382,2,22,2022-06-07,0.46,22,19,7,M130003992
26727273,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,2300,2,30,2022-03-30,0.63,22,21,2,M130003992
26727477,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,2382,2,28,2021-09-07,0.59,22,0,3,M130003992
27473054,6min Sta. Modern Apt☆FreeWIFI#102,207047079,Nao,,Ota Ku,35.57558,139.73576,Entire home/apt,5669,2,84,2022-06-05,1.86,7,165,15,Special Economic Zoning Act | 30健生発第11387号
27657257,Great location / Only 2 mins away from Metro!,15129167,Ricky,,Shinjuku Ku,35.69612,139.70602,Entire home/apt,4929,2,3,2018-10-22,0.07,1,0,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第176号
27473319,"A quiet house Y2 , Musashimurayama,Tokyo WIFI-FREE",183501849,Yoshitomo,,Musashimurayama Shi,35.7555,139.39947,Private room,3000,1,19,2021-12-18,0.42,3,0,1,M130001549
27476247,SHINJUKU OKUBO SHINOKUBO GREEN HOUSE 藤FUJI 新宿大久保,115144847,Kaen,,Shinjuku Ku,35.70067,139.69498,Entire home/apt,7943,1,69,2020-02-22,1.47,3,334,0,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第124号
26727792,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,2382,2,51,2021-12-17,1.06,22,11,3,M130003992
26728112,★NEW★Cozy room in Ikebukuro area/ Share room,186532439,Teppei,,Toshima Ku,35.73747,139.6962,Private room,2300,2,39,2021-11-09,0.81,22,2,4,M130003992
27663467,H2O Stay Shibuya Anon #A202 8min/4ppl,58033573,H2O Stay,,Shibuya Ku,35.65486,139.70845,Entire home/apt,18696,1,34,2019-12-24,0.74,9,212,0,M130005927
26731683,"Mix Dorm 2P@Tokyo Hikari GH,1min  Kuramae sta",194366320,Isa And Yumi,,Taito Ku,35.70271,139.79109,Shared room,6171,1,0,,,10,94,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 26台台健生環き第50号
27477275,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,中川,,Chuo Ku,35.66805,139.77946,Entire home/apt,5686,1,91,2022-05-31,1.94,37,361,1,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27663746,H2O Stay Shibuya Anon #B204 8min/4ppl,58033573,H2O Stay,,Shibuya Ku,35.65437,139.71071,Entire home/apt,18643,1,52,2020-03-01,1.12,9,273,0,M130005926
27477484,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,中川,,Chuo Ku,35.66779,139.7778,Entire home/apt,5686,1,38,2022-05-05,0.82,37,364,2,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
26753273,#302 新宿線2站雙車站“都立家政駅前1min一房二廳“32㎡新電梯大樓2-4人房,200951335,Chiehyao,,Nakano Ku,35.72251,139.64465,Entire home/apt,7143,2,51,2022-06-06,1.07,1,130,7,Hotels and Inns Business Act | 東京都中野区 | 30中環生環第286号
27663790,ASAKUSA・HANEDA! YAHIRO STN 2MIN! 12PPL! 2LDK 77㎡!,208598386,Plays,,Sumida Ku,35.72846,139.82664,Entire home/apt,6000,2,70,2022-06-14,1.53,2,170,3,Hotels and Inns Business Act | 墨田区保健所 | 2墨福衛生環第198号
26754082,licensed! 6min to sta! Wi-fi! 2 bedroom! 3 toilets,183877565,UI Home Company,,Katsushika Ku,35.7472,139.82454,Entire home/apt,17643,1,31,2019-11-25,0.65,27,112,0,Hotels and Inns Business Act | 葛飾区保健所 | 30葛保生環第51号
26757242,★ Shinjuku area ★8 mins to Sta.★Clean/Stylish 701,201210320,Take,,Shinjuku Ku,35.69698,139.70063,Entire home/apt,9800,1,31,2019-10-01,0.69,7,121,0,M130030550
27477564,★Free Wi-Fi★Close to TSUKIJI station,48474638,中川,,Chuo Ku,35.66787,139.77801,Entire home/apt,5686,1,19,2021-03-14,0.41,37,364,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27477678,★Free Wi-Fi★ 5min walking to TSUKIJI station,48474638,中川,,Chuo Ku,35.6683,139.77932,Entire home/apt,5686,1,6,2019-11-19,0.13,37,364,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27477910,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,中川,,Chuo Ku,35.66841,139.77953,Entire home/apt,5686,1,18,2021-03-23,0.39,37,364,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27681199,Shinjuku/Shin-Okubo/ Sunny 3LDK penthouse [M7],269182185,Sumifuku,,Shinjuku Ku,35.70192,139.7074,Entire home/apt,28080,1,30,2022-03-20,0.65,21,0,4,M130005735
27478269,★Free WiFi★New apartment! Very clean room!,48474638,中川,,Chuo Ku,35.66818,139.77738,Entire home/apt,8614,1,48,2019-12-31,1.02,37,365,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27688237,Max10ppl! JP traditional house! Near SensojiTemple,97958809,尚子,,Katsushika Ku,35.73046,139.84094,Entire home/apt,5657,1,28,2021-12-25,0.62,9,163,2,M130007792
26763404,NIYS apartments 03 type（32㎡）,70213380,Tomohiro,,Shinagawa Ku,35.63262,139.71542,Entire home/apt,25000,1,61,2021-12-26,1.30,7,230,5,M130003662
27691311,NEW OPEN！IKEBUKURO＜Free WiFi、5min to Station！＞,192233104,Kenji,,Toshima Ku,35.73295,139.70473,Entire home/apt,9500,1,53,2020-04-05,1.21,1,0,0,M130009379
26786325,[GHN0301]Beautiful Brand New Apt. MidCentury,179911926,Yuki,,Nakano Ku,35.70852,139.68669,Hotel room,13143,1,78,2022-05-04,1.63,23,194,5,Hotels and Inns Business Act | 東京都中野区保健所環境部生活環境分野 | 30中環生環第90号
26786529,[GHN0201]Beautiful Brand New Apt. Botanical Style,179911926,Yuki,,Nakano Ku,35.70852,139.68669,Hotel room,14429,1,125,2022-05-05,2.62,23,214,7,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第90号
27906300,&Ryoukoku Station! 2nd floor,210614154,悠子,,Sumida Ku,35.69026,139.80082,Entire home/apt,15000,1,33,2019-12-22,0.75,4,171,0,M130002970
27908248,#Japanese style house!5th floor,210614154,悠子,,Sumida Ku,35.69226,139.80044,Entire home/apt,15000,1,51,2022-03-27,1.11,4,181,5,M130002974
27694513,"6mins to Akihabara sta,Cozy&Modern&New hotel roomB",205373221,Ficus,,Chiyoda Ku,35.70129,139.77242,Private room,12151,1,59,2020-04-06,1.26,4,90,0,Hotels and Inns Business Act | 千代田区千代田保健所 | 30千千保生環き第24号
27909826,【New Open】5min Walk to Subway Station! For Couple♪,163145419,Kazutaka,,Shinjuku Ku,35.69271,139.68521,Private room,10800,1,45,2020-02-17,0.98,11,130,0,Hotels and Inns Business Act | 新宿区保健所 | 30新保衛環第39号
26800104,"Mix dorm 1p@Tokyo Hikari GH,1 min Kuramae sta.",194366320,Isa And Yumi,,Taito Ku,35.70271,139.79109,Shared room,3114,1,13,2020-01-03,0.27,10,94,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 26台台健生環き第50号
27705526,Lucky Hostel in Shinjuku 3,207114839,龍也,,Shinjuku Ku,35.70271,139.69539,Private room,2917,1,61,2022-01-12,1.31,5,74,2,Hotels and Inns Business Act | 新宿区保健所 | 30新保衛環第20号
27706114,5min from Oshiage Sta in Sumida. Stylish room#101,21751883,Ken,,Sumida Ku,35.71228,139.81184,Entire home/apt,5943,2,60,2021-08-04,1.29,2,161,2,M130005924
26825588,Meguro/CPMM Musashikoyama/Big house,201736124,Kumi,,Meguro Ku,35.62093,139.69958,Entire home/apt,20000,1,45,2022-06-05,0.94,1,186,21,Hotels and Inns Business Act | 東京都目黒区保健所 | 目健衛環き第71号
27913583,新宿6bedroom温馨别墅，110平米两套独立卫浴，车站6分，最大12人,43826309,Momo,,Shinjuku Ku,35.6983,139.70504,Entire home/apt,50000,2,24,2020-02-08,0.55,15,0,0,M130006247
27707818,⑭NEWLY RENOVATED FLAT/SHINJUKU/FAMILY&GROUP,147014594,Eternal,,Shinjuku Ku,35.68793,139.71769,Entire home/apt,14800,2,73,2022-05-31,1.58,5,82,4,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第193号
26860834,302■6Beds3minShinjuku■Pocket wifi/Big discount,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69158172607422,139.7235870361328,Entire home/apt,5334,2,47,2022-06-17,0.99,15,76,2,M130019974
